title,provide_salary,company_type,company_size,company_ind,attribute
爬虫开发工程师,1.5-2万/月,民营公司,50-150人,通信/电信运营、增值服务,"['上海-静安区', '2年经验', '本科', '招若干人']"
Java初级开发工程师,6-8千/月,民营公司,50-150人,计算机软件,"['杭州-余杭区', '1年经验', '本科', '招10人']"
上海--后端开发工程师,0.7-1.5万/月,民营公司,150-500人,新能源,"['上海-浦东新区', '3-4年经验', '本科', '招若干人']"
高级Java研发工程师,1.5-2.8万/月,民营公司,150-500人,计算机软件,"['北京-海淀区', '10年以上经验', '本科', '招3人']"
Java资深开发工程师,1.5-2万/月,民营公司,50-150人,计算机软件,"['深圳-南山区', '5-7年经验', '本科', '招2人']"
Java资深开发工程师,2.3-3万/月,国企,50-150人,金融/投资/证券,"['上海-虹口区', '5-7年经验', '本科', '招2人']"
资深数据架构工程师,50-60万/年,合资,1000-5000人,电子技术/半导体/集成电路,"['上海-浦东新区', '8-9年经验', '本科', '招若干人']"
Python高级开发工程师,1.2-2.4万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['北京', '2年经验', '本科', '招3人']"
PHP高级开发工程师,1.2-2万/月,民营公司,150-500人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招5人']"
Java高级开发工程师（技术研发）,1.5-2万/月,民营公司,150-500人,计算机软件,"['郑州-高新区', '5-7年经验', '本科', '招1人']"
Node.js后端开发工程师,1-3万/月,民营公司,50-150人,计算机软件,"['合肥-蜀山区', '1年经验', '大专', '招1人']"
后端.net开发工程师,1-1.5万/月,民营公司,50-150人,互联网/电子商务,"['苏州-工业园区', '3-4年经验', '大专', '招1人']"
PHP开发工程师,4.5-6千/月,民营公司,少于50人,互联网/电子商务,"['西安-雁塔区', '2年经验', '大专', '招2人']"
高级java架构师,2.5-3万/月,国企,500-1000人,专业服务(咨询、人力资源、财会),"['广州-天河区', '8-9年经验', '本科', '招若干人']"
Python开发工程师,0.6-1万/月,民营公司,50-150人,计算机软件,"['南京-鼓楼区', '1年经验', '大专', '招3人']"
java工程师,1-2万/月,上市公司,1000-5000人,机械/设备/重工,"['深圳-南山区', '2年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,少于50人,医疗/护理/卫生,"['南京-建邺区', '5-7年经验', '本科', '招1人']"
delphi 软件工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['上海-浦东新区', '2年经验', '大专', '招1人']"
软件工程师,1-2万/月,民营公司,150-500人,机械/设备/重工,"['深圳-宝安区', '3-4年经验', '本科', '招1人']"
爬虫工程师,0.7-1万/月,民营公司,1000-5000人,酒店/旅游,"['广州-从化区', '2年经验', '本科', '招1人']"
高级开发工程师,1-1.5万/月,民营公司,少于50人,互联网/电子商务,"['北京', '3-4年经验', '大专', '招2人']"
PHP程序员,6-8千/月,上市公司,10000人以上,快速消费品(食品、饮料、化妆品),"['异地招聘', '2年经验', '大专', '招2人']"
数据挖掘工程师,5-8千/月,民营公司,150-500人,房地产,"['广州-荔湾区', '1年经验', '本科', '招2人']"
Java开发工程师（区块链项目经验）,1.2-2万/月,国企,150-500人,计算机软件,"['北京-海淀区', '3-4年经验', '本科', '招1人']"
软件研发经理,15-20万/年,民营公司,少于50人,交通/运输/物流,"['杭州-萧山区', '5-7年经验', '本科', '招2人']"
PHP开发工程师/主管（双休、大平台）,1-1.5万/月,民营公司,150-500人,机械/设备/重工,"['广州', '3-4年经验', '本科', '招1人']"
系统架构师java-融创大健康科技,1.5-3万/月,民营公司,150-500人,互联网/电子商务,"['广州-天河区', '8-9年经验', '本科', '招2人']"
微服务架构师,30-40万/年,民营公司,150-500人,计算机软件,"['杭州-西湖区', '5-7年经验', '本科', '招2人']"
Java后台开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['广州-黄埔区', '3-4年经验', '本科', '招2人']"
上机位软件工程师,1-1.5万/月,民营公司,500-1000人,印刷/包装/造纸,"['上海-闵行区', '2年经验', '本科', '招1人']"
java web开发工程师(J10043),1.5-2.5万/月,上市公司,1000-5000人,制药/生物工程,"['南京', '3-4年经验', '本科', '招3人']"
软件开发工程师,0.8-1万/月,民营公司,150-500人,计算机软件,"['成都', '2年经验', '本科', '招1人']"
解决方案架构师,1.5-2万/月,民营公司,1000-5000人,汽车,"['北京-朝阳区', '无需经验', '硕士', '招若干人']"
系统架构师,2-2.5万/月,民营公司,150-500人,互联网/电子商务,"['深圳-福田区', '3-4年经验', '本科', '招若干人']"
数据开发工程师,1-1.5万/月,民营公司,,计算机软件,"['大连-西岗区', '无需经验', '大专', '招5人']"
Java开发经理,1.2-2.2万/月,外资（非欧美）,50-150人,计算机软件,"['上海-青浦区', '3-4年经验', '大专', '招若干人']"
技术方案工程师（英德）,4.5-6千/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['异地招聘', '2年经验', '大专', '招若干人']"
Java高级开发工程师,0.8-1.8万/月,民营公司,50-150人,计算机软件,"['武汉-武昌区', '3-4年经验', '本科', '招3人']"
Java/算法软件工程师,1.5-3万/月,民营公司,50-150人,学术/科研,"['上海-闵行区', '3-4年经验', '本科', '招1人']"
Java软件工程师,1-1.5万/月,民营公司,50-150人,仪器仪表/工业自动化,"['上海-松江区', '1年经验', '本科', '招3人']"
中级JAVA程序员,6-8千/月,上市公司,150-500人,互联网/电子商务,"['珠海', '1年经验', '大专', '招2人']"
数据开发工程师,2.5-4万/月,民营公司,500-1000人,计算机软件,"['深圳-南山区', '8-9年经验', '本科', '招1人']"
高级软件工程师,15-20万/年,民营公司,少于50人,农/林/牧/渔,"['武汉-洪山区', '3-4年经验', '本科', '招2人']"
Java中级开发工程师,1.3-1.8万/月,民营公司,150-500人,计算机软件,"['北京-昌平区', '3-4年经验', '大专', '招若干人']"
Java高级开发工程师,1.5-2.2万/月,民营公司,50-150人,环保,"['上海-宝山区', '5-7年经验', '本科', '招若干人']"
C#高级开发工程师,0.8-1.8万/月,合资,1000-5000人,电子技术/半导体/集成电路,"['异地招聘', '2年经验', '本科', '招1人']"
软件工程师,0.8-1.2万/月,民营公司,150-500人,机械/设备/重工,"['西安-高新技术产业开发区', '2年经验', '本科', '招3人']"
PHP开发工程师,0.8-1万/月,民营公司,50-150人,互联网/电子商务,"['海口', '3-4年经验', '本科', '招1人']"
云娱智慧_Java高级开发工程师,1-1.5万/月,上市公司,1000-5000人,机械/设备/重工,"['杭州-江干区', '3-4年经验', '本科', '招2人']"
PHP开发工程师,1-1.5万/月,外资（欧美）,150-500人,电子技术/半导体/集成电路,"['武汉-江汉区', '3-4年经验', '本科', '招1人']"
MES应用工程师,1-1.5万/月,民营公司,少于50人,机械/设备/重工,"['上海-松江区', '3-4年经验', '中专', '招1人']"
高级JAVA后端开发工程师,1.2-2.2万/月,国企,少于50人,物业管理/商业中心,"['杭州-余杭区', '3-4年经验', '本科', '招6人']"
高级工程师,1-1.5万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['岳阳', '5-7年经验', '本科', '招1人']"
软件开发工程师（云平台）,0.6-1.2万/月,民营公司,50-150人,计算机软件,"['北京-海淀区', '3-4年经验', '大专', '招2人']"
Java高级工程师（五险一金+双休）,1-1.2万/月,民营公司,50-150人,计算机软件,"['长沙', '5-7年经验', '大专', '招2人']"
Java开发工程师,1.5-2.5万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['上海-杨浦区', '3-4年经验', '本科', '招2人']"
软件架构师,2.5-3.5万/月,民营公司,50-150人,计算机软件,"['南京-秦淮区', '8-9年经验', '本科', '招若干人']"
Java高级开发工程师,20-30万/年,民营公司,少于50人,计算机软件,"['大连-高新园区', '招1人']"
MES维护工程师,1-1.5万/月,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),"['天津-滨海新区', '3-4年经验', '本科', '招1人']"
嵌入式软件工程师,0.8-1万/月,民营公司,少于50人,电子技术/半导体/集成电路,"['南京-浦口区', '3-4年经验', '本科', '招若干人']"
Java开发工程师,1.2-2万/月,民营公司,150-500人,计算机软件,"['上海', '3-4年经验', '本科', '招3人']"
安全产品架构师,2-3.5万/月,民营公司,150-500人,互联网/电子商务,"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
云计算工程师,,国企,1000-5000人,通信/电信运营、增值服务,"['杭州', '1年经验', '本科', '招若干人']"
中高级mysql-dba,1.2-1.5万/月,民营公司,50-150人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
GIS SERVER工程师,1.5-3万/月,上市公司,50-150人,计算机软件,"['北京-海淀区', '无需经验', '招1人']"
Java高级开发工程师,1-2万/月,上市公司,1000-5000人,通信/电信/网络设备,"['成都-双流区', '3-4年经验', '本科', '招2人']"
Java高级开发工程师,2-3万/月,民营公司,50-150人,互联网/电子商务,"['深圳', '5-7年经验', '本科', '招若干人']"
java开发经理,2-3万/月,民营公司,500-1000人,互联网/电子商务,"['苏州-高新区', '5-7年经验', '本科', '招若干人']"
可视化工程师,1-2万/月,民营公司,150-500人,计算机软件,"['南京', '3-4年经验', '本科', '招6人']"
高级软件工程师（java）,0.8-1.5万/月,合资,150-500人,计算机软件,"['西安', '5-7年经验', '本科', '招若干人']"
.NET开发工程师,0.7-1.2万/月,民营公司,150-500人,计算机软件,"['广州-越秀区', '2年经验', '大专', '招若干人']"
Java高级开发工程师,1-1.5万/月,民营公司,150-500人,汽车,"['常州-新北区', '5-7年经验', '本科', '招1人']"
软件工程师,0.8-2万/月,民营公司,少于50人,计算机软件,"['成都-锦江区', '2年经验', '本科', '招3人']"
Java高级开发工程师,1.8-3.5万/月,民营公司,150-500人,互联网/电子商务,"['上海-虹口区', '5-7年经验', '本科', '招2人']"
Java开发工程师,1.5-2.5万/月,民营公司,50-150人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招若干人']"
产品工程师,0.9-1.8万/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '1年经验', '本科', '招1人']"
java开发工程师（ZD）,1-1.8万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '5-7年经验', '大专', '招若干人']"
Java高级开发工程师/专家,3-4万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),"['异地招聘', '3-4年经验', '本科', '招3人']"
数据仓库建模工程师,2-3万/月,民营公司,1000-5000人,互联网/电子商务,"['深圳-龙岗区', '5-7年经验', '本科', '招1人']"
java工程师,0.8-1.2万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['兰州', '3-4年经验', '本科', '招6人']"
云计算架构师,2.5-4万/月,民营公司,500-1000人,计算机软件,"['武汉', '8-9年经验', '硕士', '招若干人']"
数据开发岗,1.2-2.5万/月,国企,500-1000人,通信/电信运营、增值服务,"['杭州-余杭区', '3-4年经验', '本科', '招若干人']"
系统架构师,2-3万/月,民营公司,1000-5000人,医疗/护理/卫生,"['杭州-西湖区', '5-7年经验', '大专', '招1人']"
.NET高级开发工程师 (武汉),1-1.5万/月,民营公司,50-150人,计算机软件,"['武汉-江汉区', '5-7年经验', '大专', '招2人']"
Java开发工程师,1-1.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['上海-青浦区', '3-4年经验', '大专', '招2人']"
Java高级开发工程师,0.8-1万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['无锡-无锡新区', '3-4年经验', '大专', '招2人']"
后端开发工程师,1-2万/月,国企,150-500人,贸易/进出口,"['异地招聘', '2年经验', '本科', '招1人']"
Java开发工程师,5-8千/月,民营公司,50-150人,计算机软件,"['异地招聘', '1年经验', '本科', '招5人']"
Java开发工程师,1.5-2.5万/月,民营公司,少于50人,计算机软件,"['珠海-香洲区', '5-7年经验', '本科', '招2人']"
集成工程师,1.5-3万/月,民营公司,150-500人,汽车,"['上海-黄浦区', '2年经验', '本科', '招4人']"
Java开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['上海-徐汇区', '2年经验', '本科', '招若干人']"
Java项目经理,1.2-2万/月,民营公司,少于50人,互联网/电子商务,"['深圳', '5-7年经验', '大专', '招2人']"
JAVA开发工程师,16-30万/年,民营公司,500-1000人,电子技术/半导体/集成电路,"['深圳-龙岗区', '3-4年经验', '本科', '招1人']"
云平台开发工程师,1.5-3万/月,民营公司,500-1000人,电子技术/半导体/集成电路,"['异地招聘', '3-4年经验', '本科', '招1人']"
Python后端开发工程师（坂田）,1.5-2万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-龙岗区', '3-4年经验', '本科', '招2人']"
Java架构师,2-3万/月,国企,1000-5000人,学术/科研,"['武汉-东湖新技术产业开发区', '8-9年经验', '本科', '招1人']"
Java中级开发工程师,0.7-1万/月,上市公司,500-1000人,计算机软件,"['武汉-武昌区', '3-4年经验', '本科', '招6人']"
Java开发工程师,0.8-1.5万/月,上市公司,500-1000人,计算机软件,"['武汉-武昌区', '3-4年经验', '本科', '招4人']"
系统架构师,2.5-4万/月,民营公司,150-500人,计算机软件,"['苏州-工业园区', '8-9年经验', '本科', '招1人']"
Java高级开发工程师,1-1.5万/月,上市公司,5000-10000人,服装/纺织/皮革,"['深圳-龙华区', '3-4年经验', '大专', '招4人']"
Java高级开发工程师,1.5-2.2万/月,合资,150-500人,医疗/护理/卫生,"['上海-静安区', '8-9年经验', '大专', '招1人']"
后端开发工程师,15-20万/年,合资,150-500人,建筑/建材/工程,"['重庆-渝北区', '3-4年经验', '本科', '招若干人']"
python 数据挖掘工程师,1.5-2万/月,民营公司,150-500人,互联网/电子商务,"['长沙', '3-4年经验', '硕士', '招1人']"
Java开发工程师,6-8千/月,国企,少于50人,新能源,"['武汉', '2年经验', '大专', '招若干人']"
Java高级开发工程师,2-3.5万/月,合资,50-150人,互联网/电子商务,"['上海-徐汇区', '5-7年经验', '本科', '招若干人']"
数据开发工程师,2-3万/月,国企,50-150人,互联网/电子商务,"['上海-黄浦区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1.8-2.2万/月,民营公司,1000-5000人,石油/化工/矿产/地质,"['杭州', '1年经验', '本科', '招若干人']"
中级Java开发工程师,1-1.5万/月,创业公司,50-150人,互联网/电子商务,"['异地招聘', '3-4年经验', '本科', '招若干人']"
Java后台开发工程师,4-7千/月,民营公司,50-150人,汽车,"['武汉', '2年经验', '大专', '招3人']"
Java后端技术开发,0.8-1.2万/月,民营公司,少于50人,互联网/电子商务,"['成都-双流区', '3-4年经验', '本科', '招2人']"
商品专员,4.5-7千/月,民营公司,10000人以上,批发/零售,"['杭州-江干区', '1年经验', '大专', '招1人']"
JAVA,8-9千/月,上市公司,150-500人,互联网/电子商务,"['武汉-洪山区', '3-4年经验', '大专', '招2人']"
Java开发工程师,1.2-2万/月,民营公司,少于50人,计算机软件,"['杭州-余杭区', '3-4年经验', '大专', '招6人']"
游戏服务器主程序,3-4万/月,民营公司,,计算机软件,"['北京-通州区', '5-7年经验', '招1人']"
Java高级开发工程师,1.5-2万/月,民营公司,少于50人,计算机软件,"['异地招聘', '3-4年经验', '本科', '招若干人']"
云计算工程师,5-9千/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['合肥-政务区', '1年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['西安-新城区', '5-7年经验', '本科', '招5人']"
高级开发工程师,1-2万/月,民营公司,150-500人,计算机硬件,"['合肥-高新区', '5-7年经验', '本科', '招1人']"
软件工程师,0.6-1.2万/月,上市公司,150-500人,计算机软件,"['佛山-禅城区', '1年经验', '本科', '招2人']"
数据工程师,1-1.5万/月,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['北京-朝阳区', '1年经验', '大专', '招5人']"
物联网平台架构师,2-3万/月,民营公司,500-1000人,电气/电力/水利,"['广州', '5-7年经验', '本科', '招1人']"
java软件工程师,0.9-1.6万/月,民营公司,50-150人,计算机软件,"['苏州-工业园区', '3-4年经验', '本科', '招3人']"
golang工程师,1.5-2万/月,合资,少于50人,计算机软件,"['广州', '3-4年经验', '本科', '招若干人']"
软件开发工程师,1-2万/月,外资（欧美）,150-500人,计算机软件,"['深圳', '3-4年经验', '本科', '招1人']"
系统架构师,40-50万/年,民营公司,50-150人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招1人']"
Java高级开发工程师,14-20万/年,上市公司,1000-5000人,计算机硬件,"['杭州-滨江区', '3-4年经验', '本科', '招2人']"
00634-JAVA高级开发工程师,1.5-3万/月,合资,500-1000人,外包服务,"['上海-徐汇区', '5-7年经验', '大专', '招1人']"
Java高级开发工程师,0.8-1.2万/月,民营公司,少于50人,计算机软件,"['武汉-东湖新技术产业开发区', '3-4年经验', '本科', '招2人']"
JAVA高级开发工程师（电力方向）,0.8-1.2万/月,民营公司,少于50人,计算机软件,"['沈阳-浑南区', '3-4年经验', '本科', '招2人']"
java架构师,2-2.5万/月,民营公司,150-500人,计算机软件,"['南京-雨花台区', '8-9年经验', '本科', '招2人']"
DBA开发工程师（数据）,1.6-2.5万/月,上市公司,500-1000人,医疗/护理/卫生,"['南京-浦口区', '5-7年经验', '本科', '招1人']"
JAVA中级工程师,0.8-1万/月,上市公司,150-500人,计算机服务(系统、数据服务、维修),"['成都', '3-4年经验', '大专', '招2人']"
.Net Core 软件工程师,0.8-1.5万/月,民营公司,50-150人,交通/运输/物流,"['成都-高新区', '3-4年经验', '本科', '招若干人']"
BI专家,2-4万/月,民营公司,1000-5000人,计算机软件,"['上海-闵行区', '5-7年经验', '大专', '招2人']"
高级Java开发工程师,1.5-2万/月,国企,500-1000人,计算机软件,"['广州-黄埔区', '5-7年经验', '本科', '招1人']"
Java架构师,2-4万/月,民营公司,500-1000人,计算机软件,"['深圳-龙华区', '无需经验', '本科', '招若干人']"
Java开发工程师,0.8-1万/月,民营公司,150-500人,计算机软件,"['南宁', '3-4年经验', '本科', '招2人']"
Java后端开发工程师,1.2-1.5万/月,外资（非欧美）,150-500人,机械/设备/重工,"['异地招聘', '3-4年经验', '本科', '招若干人']"
数据开发工程师,1.2-2万/月,民营公司,1000-5000人,计算机软件,"['广州-天河区', '2年经验', '本科', '招2人']"
开发工程师,1.5-2.5万/月,民营公司,50-150人,交通/运输/物流,"['上海-青浦区', '3-4年经验', '本科', '招1人']"
java工程师,1.5-2万/月,上市公司,5000-10000人,物业管理/商业中心,"['杭州-余杭区', '2年经验', '本科', '招3人']"
中高级JAVA工程师,1.3-2万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-福田区', '5-7年经验', '大专', '招若干人']"
高级Java研发工程师,1.5-2.5万/月,民营公司,500-1000人,制药/生物工程,"['北京', '5-7年经验', '本科', '招若干人']"
Python程序员,5-6千/月,民营公司,少于50人,金融/投资/证券,"['海口-龙华区', '1年经验', '本科', '招2人']"
WEBGIS工程师,15-20万/年,上市公司,1000-5000人,计算机软件,"['南京', '3-4年经验', '本科', '招1人']"
技术工程师（智慧水务）,0.8-1.5万/月,民营公司,50-150人,环保,"['苏州-相城区', '3-4年经验', '本科', '招2人']"
架构师,2.5-3万/月,国企,10000人以上,专业服务(咨询、人力资源、财会),"['上海-徐汇区', '3-4年经验', '本科', '招2人']"
系统架构师,1.5-2.5万/月,民营公司,150-500人,计算机软件,"['安庆', '3-4年经验', '本科', '招1人']"
SAP实施顾问,10-15万/年,上市公司,1000-5000人,新能源,"['湖州-长兴县', '5-7年经验', '大专', '招1人']"
数据开发工程师,2-4万/月,上市公司,500-1000人,电子技术/半导体/集成电路,"['长沙', '3-4年经验', '本科', '招5人']"
C++开发工程师,1.5-3万/月,民营公司,少于50人,计算机软件,"['北京-大兴区', '2年经验', '本科', '招1人']"
Java开发工程师,1.2-2万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['深圳-龙华区', '3-4年经验', '本科', '招1人']"
Java开发工程师,5-7.5千/月,民营公司,少于50人,互联网/电子商务,"['广州-番禺区', '2年经验', '大专', '招2人']"
安全研发专家,2-2.5万/月,民营公司,50-150人,计算机软件,"['杭州-余杭区', '3-4年经验', '本科', '招1人']"
五年以上，Java开发,1-1.5万/月,民营公司,10000人以上,房地产,"['长沙-雨花区', '5-7年经验', '本科', '招若干人']"
技术实施专员,8-10万/年,国企,150-500人,房地产,"['成都-郫都区', '无需经验', '大专', '招1人']"
并行计算高级工程师,1.5-2万/月,民营公司,少于50人,计算机软件,"['无锡-滨湖区', '3-4年经验', '本科', '招5人']"
java高级开发工程师,1.3-2万/月,民营公司,50-150人,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招5人']"
软件开发工程师,12-20万/年,民营公司,少于50人,机械/设备/重工,"['中山-民众镇', '3-4年经验', '本科', '招3人']"
后端开发工程师,1.8-3.5万/月,民营公司,,计算机软件,"['杭州-西湖区', '3-4年经验', '本科', '招2人']"
Java开发工程师,1-2万/月,民营公司,,电子技术/半导体/集成电路,"['深圳-南山区', '3-4年经验', '本科', '招若干人']"
Java中级开发工程师,1.3-2万/月,民营公司,少于50人,通信/电信/网络设备,"['上海-徐汇区', '3-4年经验', '大专', '招5人']"
软件工程师,15-20万/年,合资,500-1000人,建筑/建材/工程,"['重庆-渝北区', '5-7年经验', '本科', '招1人']"
Java架构师,4-5万/月,民营公司,50-150人,互联网/电子商务,"['异地招聘', '5-7年经验', '大专', '招1人']"
C++开发工程师,0.8-1万/月,民营公司,150-500人,通信/电信/网络设备,"['北京-昌平区', '2年经验', '大专', '招2人']"
Java开发工程师,1.5-2.8万/月,民营公司,150-500人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招若干人']"
高级软件 架构师,0.5-1.8万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['苏州-高新区', '1年经验', '本科', '招4人']"
高级数据开发工程师(代招),6-9千/月,民营公司,150-500人,计算机软件,"['惠州', '3-4年经验', '大专', '招3人']"
高级研发架构师,2.5-3.5万/月,国企,150-500人,通信/电信/网络设备,"['杭州-余杭区', '8-9年经验', '本科', '招3人']"
系统研发工程师,1-1.5万/月,合资,50-150人,医疗/护理/卫生,"['上海-嘉定区', '3-4年经验', '中专', '招2人']"
Java 后台开发工程师,2-3万/月,上市公司,1000-5000人,计算机软件,"['深圳-宝安区', '5-7年经验', '本科', '招1人']"
反作弊策略工程师---头部互联网公司,50-60万/年,合资,少于50人,专业服务(咨询、人力资源、财会),"['北京-海淀区', '5-7年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,少于50人,计算机软件,"['异地招聘', '2年经验', '本科', '招10人']"
Java开发工程师,1.2-1.8万/月,民营公司,少于50人,计算机软件,"['南京-江北新区', '3-4年经验', '本科', '招1人']"
高级Java开发工程师,1-1.8万/月,民营公司,150-500人,计算机软件,"['南京-浦口区', '5-7年经验', '本科', '招5人']"
高级JAVA开发工程师,1-3万/月,非营利组织,150-500人,通信/电信运营、增值服务,"['南京-雨花台区', '3-4年经验', '硕士', '招若干人']"
阿里巴巴Java高级工程师/技术专家/高,2-4万/月,合资,5000-10000人,互联网/电子商务,"['杭州', '2年经验', '本科', '招若干人']"
Java高级开发工程师,1.2-2万/月,上市公司,50-150人,教育/培训/院校,"['北京', '5-7年经验', '本科', '招1人']"
软件开发工程师,0.6-1万/月,民营公司,1000-5000人,贸易/进出口,"['上海-闵行区', '3-4年经验', '大专', '招1人']"
数据开发工程师,1.5-2.5万/月,民营公司,150-500人,贸易/进出口,"['深圳-龙岗区', '3-4年经验', '本科', '招若干人']"
Java中级开发工程师,1.2-2万/月,民营公司,50-150人,贸易/进出口,"['深圳-龙华区', '3-4年经验', '本科', '招1人']"
数字化专家/经理/高级经理/总监(J13378),1.5-3万/月,民营公司,50-150人,新能源,"['异地招聘', '10年以上经验', '本科', '招4人']"
Java高级开发工程师后端,2-3万/月,民营公司,500-1000人,交通/运输/物流,"['北京-昌平区', '5-7年经验', '本科', '招1人']"
系统架构师,1.5-2.5万/月,上市公司,1000-5000人,环保,"['宁波', '3-4年经验', '本科', '招3人']"
Java中级开发工程师,1.2-2万/月,上市公司,150-500人,计算机服务(系统、数据服务、维修),"['北京-海淀区', '3-4年经验', '本科', '招5人']"
Java中级开发工程师,1.3-1.7万/月,民营公司,50-150人,计算机软件,"['北京-东城区', '3-4年经验', '大专', '招1人']"
Java高级开发工程师,0.8-1.5万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['温州', '3-4年经验', '大专', '招若干人']"
Java后台开发工程师,1-1.5万/月,国企,150-500人,金融/投资/证券,"['深圳-罗湖区', '3-4年经验', '本科', '招1人']"
Java高级开发工程师,1.5-2万/月,民营公司,50-150人,计算机软件,"['北京-西城区', '3-4年经验', '本科', '招5人']"
控制工程师,1-1.5万/月,民营公司,少于50人,电子技术/半导体/集成电路,"['异地招聘', '2年经验', '本科', '招2人']"
Java高级开发工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['广州-天河区', '5-7年经验', '本科', '招若干人']"
架构工程师,1-2万/月,民营公司,150-500人,贸易/进出口,"['成都-高新区', '5-7年经验', '本科', '招1人']"
Hadoop研发工程师,1.5-2万/月,民营公司,150-500人,计算机软件,"['广州-天河区', '2年经验', '本科', '招1人']"
Java高级开发工程师,1.5-2万/月,合资,1000-5000人,医疗设备/器械,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
Java高级开发工程师,10-15万/年,国企,50-150人,计算机软件,"['合肥', '3-4年经验', '本科', '招2人']"
Python后台开发(000967),0.8-1.2万/月,民营公司,150-500人,网络游戏,"['广州-天河区', '1年经验', '本科', '招2人']"
PHP高级开发工程师,1-1.5万/月,外资（欧美）,150-500人,互联网/电子商务,"['北京-东城区', '3-4年经验', '大专', '招1人']"
java高级开发工程师,1-1.5万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),"['中山', '5-7年经验', '本科', '招若干人']"
Java开发工程师,1-2万/月,民营公司,10000人以上,农/林/牧/渔,"['南京-浦口区', '2年经验', '本科', '招3人']"
系统架构师,1.2-3万/月,民营公司,少于50人,计算机软件,"['西安-碑林区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,1000-5000人,交通/运输/物流,"['广州-天河区', '3-4年经验', '本科', '招1人']"
Java高级开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['无锡', '5-7年经验', '本科', '招3人']"
软件开发工程师,1.5-2万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['深圳', '3-4年经验', '本科', '招1人']"
Java开发工程师,0.7-1.5万/月,民营公司,少于50人,教育/培训/院校,"['杭州-西湖区', '3-4年经验', '本科', '招1人']"
云计算工程师（3人）,0.8-1.2万/月,民营公司,50-150人,通信/电信/网络设备,"['北京-海淀区', '3-4年经验', '本科', '招若干人']"
数据工程师 （Genetsis）,1-1.5万/月,外资（欧美）,少于50人,金融/投资/证券,"['上海-静安区', '3-4年经验', '本科', '招1人']"
Java开发工程师,0.8-1万/月,民营公司,少于50人,仪器仪表/工业自动化,"['无锡-无锡新区', '3-4年经验', '大专', '招若干人']"
系统架构师,1-2万/月,民营公司,少于50人,计算机软件,"['北京-丰台区', '5-7年经验', '本科', '招5人']"
Java/全栈开发,1.3-1.9万/月,民营公司,,计算机软件,"['广州', '5-7年经验', '本科', '招若干人']"
软件开发高级工程师,1.6-4.6万/月,国企,150-500人,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招若干人']"
java开发工程师,0.7-1万/月,国企,500-1000人,计算机软件,"['武汉-洪山区', '2年经验', '本科', '招1人']"
Java资深开发工程师,0.8-1.5万/月,民营公司,少于50人,计算机软件,"['郑州-惠济区', '5-7年经验', '本科', '招3人']"
MES系统运维工程师,0.6-1万/月,民营公司,少于50人,仪器仪表/工业自动化,"['金华-磐安县', '2年经验', '大专', '招2人']"
java开发（五险一金，餐补）,4-6千/月,民营公司,500-1000人,互联网/电子商务,"['洛阳', '2年经验', '本科', '招3人']"
