top,bookname,click,info,label,type
52,百转成凰,104201,"朋友一起穿，一主一配。她，完全符合穿越女主角的身份。美男围绕，爱情满满。是那种捧在手里怕摔了，含在嘴里怕化了的大宝贝。
而她，就不这么幸运了……不幸地沦为了配角。
但，谁说配角就没有春天？谁说配角就不能咸鱼大翻身？
百转成凰是作者""糖思月萩""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","穿越,腹黑,浪漫,王爷,冤家",言情
53,王爷别太拽,106414,"简介无力，欢迎跳坑！！
梅棋儿赶上‘时髦’穿越了，好嘛！穿了就穿了吧，既然上天给了一次重生的机会，那就好好的重活一次吧。
然而，她是别人手中最最得力的杀人利器，没有自由，一切的一切早已掌控在别人的手中。
等待她的将是什么呢？
网编夏日凉风邀请驻站
王爷别太拽是作者""小重九""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,复仇,虐恋,暧昧,亡灵骷髅",言情
54,麒麟血咒,81688,"什么？诅咒？她不知道，真的不知道 ！不然她绝不会摔了血麒麟！为什么？就为了一只麒麟，一个诅咒，竟让他们相爱的如此痛苦。为保护她，他宁愿负她；为救他，她不惜扔下襁褓中的女儿，甘愿化作麒麟玉！难道一开就错了，她不该爱上他？既然一切都是注定，万般皆是命！那么，死，即便对世间有太多留恋，太多的不舍，她也无悔！她不管传说是否属实，也不管她的血是否真能让血麒麟愈合，只要他活着，她愿背负着他一生的恨长埋于世...
麒麟血咒是作者""萧独影""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","虐恋,血麒麟  古言 ",言情
55,复仇娇妻：错爱冷情总裁,702392,"他是多金而又帅气的总裁，因缘际遇她不可自拔的爱上了他。
她是年轻貌美的安盛集团首席设计师，她要展开疯狂复仇。
因为意外她成为了他的租客加职员，可他却从未正眼瞧过她：“像你这种心机重、拜金势力的女人我见得多，我的人跟我的心永远都不可能属于你。”
一夜缠情之后，当她一身冰冷如斯的以复仇之名出现在他面前的时候，他的心乱了，而她的情是否也会跟着乱了呢？

复仇娇妻：错爱冷情总裁是作者""夜阑珊""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,同居,总裁,豪门,背叛",言情
56,凤啸九天之雪舞皇朝,282347,"她，一个亡国公主；一个权倾南国的王爷的正牌王妃；一个一舞动天下的绝世美人；且看她如何走上复国之路，如何倾尽天下最尊贵优秀的男子！
当风华散尽，天下乱起，唯有一人，一直站在她身边，默默守候，宁愿弃了江山，与她携手天涯。
一段绝世爱恋，一场倾世权谋，都只为了你一个人而设——雪城泠兮。
“我的愿望就是诅咒你——一辈子安好无虞！”是谁在耳边低低轻叹，那一句燃尽世间的...
凤啸九天之雪舞皇朝是作者""琉云夙""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","后宫,斗智,宫斗,帝王,王爷,君千泷,雪城泠兮,冰玄琴",言情
57,再见我的灰色青春,212549,"豪门千金唯爱平民校草，继承人与灰姑娘上演夺爱记，甜心萝莉邂逅腹黑明星苏泽西，原本不相识的两个女孩因意外变故走到一起却发现对方竟是……车祸阴谋，身世秘密，爱恨纠缠……
再见我的灰色青春是作者""跳舞的呆子""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","青春,花季校园,豪门,纪念,青春",言情
62,七世情缘：奈何桥下已千年,40246,"错过你,已错过了我今生的夙愿
我只能乞求上苍,用生命换取今生最后的相见
哪怕只有一瞬间,告诉你,我依然守着那句誓言
奈何桥上,等你到百年 等你到万年……心若一动 泪已千行
他是掌管人间姻缘的月老，她是掌管地府封印阴魂记忆的孟婆。他负责捋顺大家的情丝，而她负责斩断大家的情丝，过了那么多年，他们没有想到自己的情丝在哪里，一直孤身一人。七世姻缘，从最开...
七世情缘：奈何桥下已千年是作者""斩情丝""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
1,神级强者在都市,81119297,"未世特战兵王，在一次执行女娲补天任务中出现意外，灵魂附身在一个二十一世纪胆小怕事，性格懦弱的大家族少爷身上，从此开始了不平凡的一生。财富手中握，美人怀里揉，敌人脚下踩。
群1：108427833，群2：57385208。微信公众号：剑锋本尊
神级强者在都市是作者""剑锋""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,兵王,豪门,总裁,后宫",都市
2,女总裁的超级兵王,41849300,"曾经佣兵世界的王者，一手握生死，一掌定乾坤；
被逼回国与美女总裁相亲，醉卧美人群。
超级兵王低调归来，却无意招惹到火辣迷人的女警花，清纯美丽的女教师，还有那刁蛮任性的小萝莉……
他拳打富二代、脚踩古武世家，凭借自身能力为美女排忧解难。
无论情场还是战场，叶飞永远是美女心中的男神，他的人生就是一部完美传奇！
小墨的兄弟姐妹们 42313...
女总裁的超级兵王是作者""挥墨客""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","兵王,暧昧,后宫,热血",都市
3,偷香邪医,54953613,"林逸，一个身怀上古医术的超级高手，在大都市中混得如鱼得水！
他脚踩敌人，怀抱美女，一步步踩着尸体，登上世界巅峰！
正可谓是权势霸道横行无忌，怀里美妞成群，数钱数到手抽筋，打人打到脚发抖！
且看超级功夫神医，如何在诺大的都市混的风声水起！
偷香邪医是作者""挥墨客""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,医生,爽文,激情,YY",都市
4,医武神相,11678187,"“不错，没钱没势，是我留不住你，但是，谁敢保证我一辈子碌碌无为！”李凌在心中雄心壮志的说道。
一部《昊天决》造就一代天帝，更是成就一代传奇人物，让这天都在他的脚下颤抖。
医武神相是作者""爱恨雾气""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","奇遇,医生,扮猪吃老虎,励志,暧昧",都市
5,绝品邪少,19115602,"曾被撸走的神秘少年，在消失十年之后重新归来，只想在繁华的都市与亲人平凡度过一生。
当美女总裁、妩媚少妇、傲娇萝莉……形形色色的女人走进了他的生活。
吴天迷茫了，既然如此，人生苦短，还是及时性感吧！
一场激情与香艳之旅就此拉开帷幕.......
绝品邪少是作者""坤境""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,纨绔,暧昧",都市
6,特种军医在都市,5533295,"萧辰，特种部队首席军医，他人长的帅，医术通玄！
他又是令人闻风丧胆的特种兵王，黑暗世界令人谈之色变的杀手之神；不管走到哪里，哪里便是血雨腥风，血流成河。身世扑朔迷离的他又将如何在寻找被害真相的道路上坐拥美女，谱写彪悍人生，成就无上传奇？！
且看萧辰如何游戏在群美之中？
特种军医在都市是作者""无风柳絮""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,爽文,医生,兵王",都市
7,医道生香,2377261,"实习医生陆刚，偶然获得一本古书上的玄术与医道传承，自此开始了不一样的人生！
他银针渡人，术法渡鬼，成就济世仁心，都市生活逍遥自在！
白腿校花、轻熟御姐，美艳教师、医生和白领……纷沓而至。
且看陆刚如何在这风骚的大都市混迹花丛，风生水起。
医道生香是作者""东方未明""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
8,大小姐的妖孽保镖,2054757,"暧魅有理,YD无限！
特种兵王回归都市，意外成为大小姐的贴身保镖.
大小姐工作时没事调戏下咖啡厅服务员，大小姐睡觉时就逗逗美艳女仆，大小姐游泳时，来捉弄捉弄服务生，大小姐没事儿时，那就得和她谈谈人生、理想了。
当然，地点得是在闺房，时间得是在半夜……
总而言之，暧昧不能断，精彩得连连……
大小姐的妖孽保镖是作者""九牧""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,明星,爽文,同居,扮猪吃老虎,保镖",都市
9,我的极品美女们,9701068,"一个剑道最变态的男人，只想平平淡淡的过日子。于是，他便隐藏力量，混在一所著名公司上班。本想混吃等死，低调生活。可惜事与愿违，和美女总裁一夜荒唐后好运天降，被逼娶其为妻。而后，美女同事，萝莉，御姐……也纷纷走进了他的生活。
这时，商海筹谋；修真异能、权贵阀门；黑暗势力、世家侠隐，也都一一粉墨登场……
我的极品美女们是作者""猪大侠""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,争霸,奇遇,YY,扮猪吃老虎,激情",都市
10,绝品高手在都市,3574223,"大山高手来到都市，却遭遇美女纠缠！
为了征服美女总裁，为了儿时妻妾成群的伟大梦想，身怀绝世功夫的猪脚，在这繁华天地里，嚣张逆袭，一路高歌！
踏巅峰，掌生死，纵横都市，醒掌天下权；
泡美女，扩后宫，玩美无数，醉卧美人膝！

绝品高手在都市是作者""绝情贱""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,YY,扮猪吃老虎,斗智,爽文",都市
11,都市无上仙医,2823623,"深山少年叶天，身怀金龙之神血脉，琴棋书画样样精通，更有惊世医术在身，因为修为的瓶颈，踏入都市繁闹之中，进入这巨大的染缸，他的未来，将会点缀出怎样的人生。
身世之谜，道魔之变，妖龙乱世，还有着各种各样的情感与纠纷，又将一步步将他带往何处？
醉游红尘书友群：276952748
都市无上仙医是作者""醉游红尘""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,扮猪吃老虎,暧昧",都市
12,神级保安,2604405,"雇佣兵世界的王者，为了完成父母的遗愿返回故乡，在飞往华夏的飞机上与美女一次荒唐的行为后，彻底改变了他的命运。
凭借自身能力，他为美女化解了一场又一场的危机，无论情场还是战场，韩晨，永远是胜利者。
他是一个低调的保安，他让保安成为最高贵的化身。
神级保安是作者""逆雪晨""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","扮猪吃老虎,暧昧,世家,热血,同居,保镖,兵王",都市
13,女总裁的近身高手,2146339,"绝品兵王杨洛回归都市，匿身混入美女如云的夏氏集团充当看门小保安。一夜烂醉，醒来身边躺着个美女总裁……被迫签订结婚协议，当发现一切都是被算计后已经不能回头。
麻烦不断，桃花运也不断，冷艳美女总裁妻子，清纯可爱的美女同事，调皮性感的小姨，各色美女接踵出现……
护老婆，守红颜！再续强者传奇。
女总裁的近身高手是作者""猫猫德""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","兵王,热血,暧昧,励志",都市
14,我的美女总裁老婆,1853044,"杀手之王回归都市，化身小保镖，守护在美女总裁的身边。
闲来时调戏调戏公司里的小妹妹，有事的时候踩一踩骚扰美女总裁的装逼富二代！
但楚云很苦恼的发现，就算他只是一名小支援却依旧桃花运接连不断。
好吧，为了保护好那些妹子们的安全，楚云只能让自己成为了这个世界上最风骚最强大的超级保镖！
我的美女总裁老婆是作者""大红凶罩""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","合租,猥琐,保镖",都市
15,我的双胞胎老婆,1612977,"在路边摆摊的算命先生李凌枫奉命与美女总裁柳诗音结婚，火爆小姨柳诗韵却横插一脚。
这两人一个冷若冰山，一人热情似火。
为了与柳诗音探讨人生，神棍猪脚混进美女如云的公司。
当身边出现形形色色美女时，李凌枫嚣张的说道：诗音，你今晚再不答应和我洞房，就别怪我红杏出墙，不是我风流，而是她们太下流！
我的双胞胎老婆是作者""伪神""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","猥琐,搞笑,同居",都市
16,特种兵痞在都市,1463478,"刁蛮大小姐胸好痛，让他来揉揉。
性感小妹没安全感，想跟他合租。
冷艳女总裁还是处，能来一次么？
哎呀…真是忙不过来，都别急，都躺床上去，乖乖排好队，让我来一一为你们服务。
且看超级兵王回归都市，如何左拥右抱，笑傲花丛！
特种兵痞在都市是作者""忘记""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,纨绔,世家,同居,腹黑",都市
17,都市修真强少,1308132,"叶辰，一个身负亡宗之仇的丹药宗师，逆天重生在同名的纨绔大少之身。
重掌神秘黑鼎，身修焚天道诀，修真路，昔日仇，他热血高歌。
英雄行，美女伴，他许她一世柔情，她伴他血染苍穹。
且看叶辰如何创下热血传奇！
都市修真强少是作者""坤境""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","纨绔,奇遇,热血,复仇",都市
18,顶级强少,1046858,"他坚信坏蛋只有一个，混蛋却可以成群。
他不是天上的神，却是每个男人心目中的神！因为他纵意百花丛中，可以怀抱极品小萝莉，手牵靓丽清纯女，后跟妖娆火辣妹！
他纷繁红尘都市中他自诩貌胜潘安，文胜唐伯虎，武胜李小龙，智超诸葛亮……
他立志不做国之栋梁，只忠于成为都市逍遥风流顶级的坏蛋！
他横行都市，霸气外泄！
他就是小说主人公———...
顶级强少是作者""悲情周少""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,YY,复仇,扮猪吃老虎,激情",都市
19,校花的贴身高手,1008563,"杀手界王者寻找未婚妻回归都市，当保镖，保护校花，拳打富二代，脚踢太子党，泡极品美妞！史上最牛的保镖出现了。

校花的贴身高手是作者""仔姜肉丝""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,暧昧,热血,同居,扮猪吃老虎",都市
20,修真大少在都市,987172,"他是美女的护身高手，同时也是最伟大的驱魔师。
周身围绕十大名器,护士、女警、教师、空姐、应有尽有。
都赞美他是神仙的化身,真相只有一个:他是诸葛后人诸葛宇。
我本俗人，却钓美无数！
修真大少在都市是作者""释心""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,搞笑,炼丹,机甲,阵法,三国",都市
21,绝品弃少,981670,"家族认为他是废材，抛弃他。
数年后，他脚踏无数之之上，他站在高高顶峰，成为都市九五之尊。
莺歌围绕，佳人如群，刀光剑影，再无安宁，他是翱翔九天的都市帝王！
绝品弃少是作者""洋葱""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,热血,张扬,学生,搞笑",都市
22,护花神兵,978605,"第一杀手很厉害吗？在他林城面前什么都不是。
第一神医医术高超吗？在他林城面前只是一个小弟。
第一兵王很牛吗？在他林城眼前也不过只是一只跳梁小丑罢了。
这天下间没有他不会的，只有他不想做的，万年不出的天才，笑傲都市。
欢迎兄弟姐妹们，加入「天医阁」，书友群群号码：390231696
护花神兵是作者""鸡飞蛋打""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","兵王,医生,保镖,合租,杀手",都市
23,超级神算,949492,"屌丝男冰天一家庭普通，从高中到大学，被人当做是天大的笑话，心中的女神玩他，两肋插刀的兄弟背叛他，父母更是对他失望透顶。
大学毕业成了无业游民，父母在外摆摊和地下势力大哥顶撞被杀，走上绝路的冰天一，只能投河自尽……
无意中时间逆转，回到高中时期凭借对未来几年的形势了解，在加神秘禅师相助，冰天一的人生也发生了天大的变化。
超级神算是作者""浑蛋""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,暧昧,激情,奇遇",都市
24,捡个老婆来双修,928440,"一位刚被女朋友甩了的高中生，意外得到了来自修罗界的传承成为修真者，开启了一段暧昧与激情并存的修真之路。
修仙，亦能把妹。
修仙，亦能踩人。
修仙，亦能富贵。
看少年纵横花都，血洗天庭，造就传奇人生，左拥右抱，天下无双。
捡个老婆来双修是作者""天堂醉易""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,后宫,同居,扮猪吃老虎",都市
25,神医弃少,867127,"清朝御医李沐阳重生在现代一个植物人身上，成为豪门弃少龙少天。
重生后的龙少天，犹如伐毛洗髓，脱胎换骨，“天龙眼”开启，让他如虎添翼！
看病时，不再用传统的把脉；“天龙眼”让疾病无处遁形！
对待穷凶极恶的敌人，“天龙眼”瞬间斩杀于无形！
从而开启了漫长的济世救人和猎艳之旅！！！

神医弃少是作者""莫枫""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,暧昧,魔法,激情,穿越",都市
26,火爆兵王,840317,"“警花姐姐，爱上我就大声告诉我。”
“护士老婆，我有更大更粗的针，要扎一下吗？”
“三婶，我们生个孩子吧。”
最神秘的特种兵王强势回归，他是杜飞。
火爆兵王是作者""执笔不悔""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,YY,搞笑,扮猪吃老虎,兵王",都市
27,桃运鉴宝师,839513,"他是名扬国际的武学宗师，极限武道，纵横都市；
他是温文尔雅的鉴宝大师，赌石赏画，笔墨走蛇；
他是鼎鼎大名的玄门宗师，能断风水，善察吉凶；
他更是医道圣手，侦察之王，投资奇才!
他便是陈奇，因机缘巧合之下，得到祖传宝贝，从此遍阅世间美人，傲视天下！

桃运鉴宝师是作者""奇少""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","同居,扮猪吃老虎,搞笑,热血,奇遇",都市
28,神级强者在校园,836016,"叶辰本是天界的虚空大帝，但在渡劫飞升时，意外被卷入到了时空乱流当中。
也许是天道眷顾重生都市，从此一个个美妙绝伦的女人接踵而来，展开一段翻手为云、覆手为雨，笑看风云的都市校园传奇！

神级强者在校园是作者""失人""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,学生",都市
29,超级透视眼,824300,"系统在手，透视我有！
师范学院的郑经巧遇高人指点，奇妙的被装上了猥琐的系统，竟然能透视？从此游戏升级、赌石经商、行医升官……系统无所不能，在猥琐中强大，在强大中更猥琐，女神，我来了！

超级透视眼是作者""丛文天下""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,猥琐,搞笑,激情,YY",都市
30,最强民工混都市,789521,"为替父筹钱治病，王小民毅然放弃学业，来到繁华都市，成为一名小小的农民工。
但一个钻进手心的神奇蜂巢，却令他命运逆转，从而开启一段精彩绝伦，激情热血的都市人生。
我是身份卑微的农民工，但全世界的人都在仰视我，因为我是最强的。
我将农民工这个词汇，诠释成最高贵的职业，我以农民工这个身份而自豪！
最强民工混都市是作者""风度犹存""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","保镖,暧昧,同居,励志,青春",都市
31,最强保镖混都市,692365,"风流而不下流的游走在花花世界中，群芳环绕，纵意花丛。
他是隐没门派的传承弟子，拥有一身超强古武。锄强扶弱是他的本性，救死扶伤是他的风格。
在敌人眼中，他巧舌如簧，阴险狡诈，是个无耻到极点的卑鄙小人；在世人眼中，他博学多才，仁爱善良，是个心怀天下的奇才。
而在女人眼中，他帅气，阳光，是所有女人为之疯狂的情人！
忘记2015全新力作，请多多支持！
最强保镖混都市是作者""忘记""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","学生,扮猪吃老虎,冤家,保镖",都市
32,我和美女上司老婆,680179,"望、闻、问、切，哥看得不是病，是寂寞。
特种军医再临都市，是高手当中的高手，同时身藏医家秘典！
萝莉、少妇、OL、空姐，哥玩得不是花心，是欣赏。
畅游都市，花丛中任意往来，不要崇拜哥，哥不只是个传说！
我和美女上司老婆是作者""拉兹之歌""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","YY,同居,爽文",都市
33,超级保安,678583,"他隐瞒身份，悄悄的隐居在一栋公寓之中…… 但是，命运弄人。他租住的地方，居然居住着四位性格各异，却又嫉恶如仇的俏佳人。
上帝创造少女，男人制造妇女，游历于群美众香之中，他到底该如何选择？
看小小保安如何在都市扮猪吃虎，花间逍遥，闯出一片新天地！本书超级YY，不看实在遗憾！
超级保安是作者""充电宝""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
34,极品神医在都市,650285,"许逸特种部队首席军医，又是令人闻风丧胆的特种兵王。
因为偷看禁法遭到反噬，本来命不久矣，却在阴差阳错下混进医院成为一名妇科实习生，在危难中他数次救险，屡立奇功，不仅在杏林中声名鹊起，更是获得了无数美女的青睐…
看医流高手纵横花都，巅峰医术换来美女无数的巅峰人生……
极品神医在都市是作者""大盘鸡""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,世家,热血,YY,合租",都市
